base_id,n,mode,kind,step_fraction,step,status,gap,curvature,H_mid,H_minus,H_plus,min_probability,normalization_residual,mobius_max_error,finite_difference_curvature,min_diagonal_separation,min_cross_block_bridge,min_supported_edge,exact_margin_mid,exact_margin_minus,exact_margin_plus,error
n12_07,12,1,BASE,,,NO_SIGNAL,,-1.0110363073369848,8.095274725917672,,,1.2564368873152338e-05,0.0,,-1.0110362325121969,0.015202440925999983,0.145524532266,0.138432136766,0.03,,,
n12_07,12,1,CHORD,0.15,0.02478287183686006,NO_SIGNAL,-0.0003112752135407959,-1.0110363073369848,8.095274725917672,8.095699435777602,8.094227465630663,1.2055649787564334e-05,1.1102230246251565e-16,,,0.01520221693099999,0.145039820931,0.121417316251,0.03,0.030867,0.028955,
n12_07,12,1,CHORD,0.4,0.06608765823162682,NO_SIGNAL,-0.002248015875338183,-1.0110363073369848,8.095274725917672,8.095362740725568,8.090690679359103,1.1011668710249426e-05,0.0,,,0.015201843604999987,0.144231968706,0.09305928206,0.03,0.031963,0.026774,
n12_07,12,1,CHORD,0.8,0.13217531646325364,NO_SIGNAL,-0.009482031031573968,-1.0110363073369848,8.095274725917672,8.093094266822902,8.078491122949295,8.815376830051832e-06,2.220446049250313e-16,,,0.015201246282999958,0.142939405145,0.047686427355,0.03,0.032953,0.021947,
n12_08,12,2,BASE,,,NO_SIGNAL,,-1.225203293419733,8.047166371725323,,,9.388046260706352e-07,1.1102230246251565e-16,,-1.2252034053972238,0.014342827783,0.206583856683,0.146716716987,0.002499,,,
n12_08,12,2,CHORD,0.15,0.026281661827871467,NO_SIGNAL,-0.0004242528009239521,-1.225203293419733,8.047166371725323,8.04605789934483,8.04742633850397,9.174981467215469e-07,2.220446049250313e-16,,,0.014299058939999942,0.205972133146,0.128459209439,0.002499,0.002595,0.002371,
n12_08,12,2,CHORD,0.4,0.07008443154099057,NO_SIGNAL,-0.0030656304445226823,-1.225203293419733,8.047166371725323,8.041746664094022,8.04645481846758,8.357873353249865e-07,2.220446049250313e-16,,,0.013919641449000042,0.204952593917,0.098030030193,0.002499,0.002672,0.002087,
n12_08,12,2,CHORD,0.8,0.14016886308198115,NO_SIGNAL,-0.012963141485149876,-1.225203293419733,8.047166371725323,8.025750325397636,8.042656135082712,5.868076869912991e-07,2.220446049250313e-16,,,0.012579187254999957,0.203321331152,0.049343343399,0.002499,0.002509,0.001435,
n12_09,12,0,BASE,,,NO_SIGNAL,,-0.30426545053314086,8.277514963642377,,,8.227299060014286e-05,2.220446049250313e-16,,-0.30426612340761494,0.008570066616000016,0.079513451231,0.078949881899,0.114999,,,
n12_09,12,0,CHORD,0.15,0.011446152087074167,NO_SIGNAL,-1.996653099922696e-05,-0.30426545053314086,8.277514963642377,8.277615802183119,8.277374192039636,8.169177584265077e-05,2.220446049250313e-16,,,0.008570066607999971,0.079513441446,0.070857399614,0.114999,0.115989,0.113941,
n12_09,12,0,CHORD,0.4,0.03052307223219778,NO_SIGNAL,-0.0001435035399683926,-0.30426545053314086,8.277514963642377,8.277715709536553,8.277027210668262,8.060109733563507e-05,2.220446049250313e-16,,,0.008570066593999948,0.079513425137,0.05736992914,0.114999,0.117492,0.112017,
n12_09,12,0,CHORD,0.8,0.06104614446439556,NO_SIGNAL,-0.0005952482899296285,-0.30426545053314086,8.277514963642377,8.277762599234432,8.276076831470462,7.853869088617916e-05,2.220446049250313e-16,,,0.008570066571000012,0.079513399043,0.035789976381,0.114999,0.119541,0.108501,
n12_10,12,1,BASE,,,NO_SIGNAL,,-1.079379655635413,8.079463902317643,,,9.6102756356402e-06,2.220446049250313e-16,,-1.0793797855512821,0.014932394560999984,0.169602087512,0.141063019782,0.029999,,,
n12_10,12,1,CHORD,0.15,0.03180821764873983,NO_SIGNAL,-0.0005474650980747953,-1.079379655635413,8.079463902317643,8.07900105875482,8.078831815684318,9.534091886393065e-06,2.220446049250313e-16,,,0.014605925915999962,0.168881619642,0.123653566815,0.029999,0.031235,0.028429,
n12_10,12,1,CHORD,0.4,0.08482191372997289,NO_SIGNAL,-0.003955411580550461,-1.079379655635413,8.079463902317643,8.075931321814789,8.075085659659397,8.818771951858255e-06,2.220446049250313e-16,,,0.014061811506,0.167680839859,0.09463781187,0.029999,0.032543,0.025076,
n12_10,12,1,CHORD,0.8,0.16964382745994577,NO_SIGNAL,-0.016709931715647386,-1.079379655635413,8.079463902317643,8.06499839464932,8.060509546554673,6.413950184804185e-06,2.220446049250313e-16,,,0.013191228451000014,0.165759592206,0.048212603958,0.029999,0.030681,0.017837,
n12_11,12,2,BASE,,,NO_SIGNAL,,-1.4675159831839828,7.912032463496,,,3.4396608640926273e-07,2.220446049250313e-16,,-1.467516241859812,0.016129673625000007,0.156341308398,0.156341308398,0.002499,,,
n12_11,12,2,CHORD,0.15,0.011175602125351663,NO_SIGNAL,-9.16724319166562e-05,-1.4675159831839828,7.912032463496,7.912350520803557,7.911531061324609,3.010153723781129e-07,2.220446049250313e-16,,,0.016039482387000037,0.149412595294,0.149412595294,0.002499,0.002767,0.002207,
n12_11,12,2,CHORD,0.4,0.02980160566760444,NO_SIGNAL,-0.0006532170467030696,-1.4675159831839828,7.912032463496,7.912501664489046,7.910256828409548,2.2274968383301796e-07,2.220446049250313e-16,,,0.015889163655000038,0.137864740122,0.137864740122,0.002499,0.003157,0.001659,
n12_11,12,2,CHORD,0.8,0.05960321133520888,NO_SIGNAL,-0.0026315407559165394,-1.4675159831839828,7.912032463496,7.911854840044552,7.906947005435615,8.033500083400889e-08,2.220446049250313e-16,,,0.015648653685000014,0.119388171846,0.119388171846,0.002499,0.003649,0.000615,
