index,n,mode,margin,entropy,min_atom,normalization_residual,lambda_max_coordinate,lambda_max,fisher_along_top,acceleration_along_top,fisher_max_eigenvalue,acceleration_max_eigenvalue,mechanism_ratio,mechanism_fisher,mechanism_acceleration,mechanism_total,mechanism_rank,direction_rank,direction_singular_1,direction_singular_2,step,gap,endpoint_margin,status
24,3,0,0.12505626387382401,1.6228232989283233,0.0113848720578162,2.220446049250313e-16,-0.10918531423977082,-0.10908005028399306,-0.07275783638981481,-0.03632221389417856,-0.07282779438114273,0.18847099232838205,0.03151813818389127,-0.9999999999999996,0.03151813818389126,-0.9684818618161083,3,3,0.9999999999999999,0.9990352259960877,0.05213416135804049,-0.00024252750584308203,0.11404401205018976,NO_HIT
25,3,1,0.20387226657527924,1.984737920422005,0.05487119712836356,0.0,-0.08986393050632947,-0.08986299085345369,-0.05989812561223206,-0.02996486524122144,-0.05989850753761557,0.8512978028678397,0.162581538471876,-0.9999999999999993,0.1625815384718759,-0.8374184615281235,3,3,1.0,0.9999887068344646,0.07378050110765892,-0.0005113552782436415,0.17852588573941475,NO_HIT
26,3,2,0.03999999999999995,1.5391890710357556,0.010784091083358953,0.0,-3.9572565623921356,-3.721045315539212,-2.717298420526391,-1.003746895012822,-2.1263327737231568,3.2049665248074874,0.27565824078691614,-0.9999999999999989,0.2756582407869158,-0.7243417592130831,3,3,1.0,0.7872541993226586,0.035642973045716744,-0.002385519584296558,0.03636685946761459,NO_HIT
27,3,3,0.17420607821550538,1.8208132856229298,0.021806661877139377,0.0,-0.14686796156878,-0.14667186297191684,-0.09791556685841994,-0.048756296113496855,-0.09804448896488391,0.5581817653793612,0.11251104875255562,-0.9999999999999997,0.11251104875255558,-0.8874889512474441,3,3,1.0,0.9986627192248141,0.04595936241418798,-0.00021437553988290503,0.14396638450612653,NO_HIT
28,3,0,0.25601382677366935,2.01520103632323,0.07011670302145924,0.0,-0.9171843147453475,-0.8810354582139772,-0.5908821104913751,-0.2901533477226006,-0.6141945671935349,0.6720881919393717,0.13775492022531843,-1.000000000000001,0.1377549202253186,-0.8622450797746826,3,3,1.0,0.9590946863878967,0.06403070731261185,-0.0019496775219303153,0.24171541623106052,NO_HIT
29,3,1,9.999999999976694e-05,0.8379896332270599,5.7478510569358185e-09,1.1102230246251565e-16,-4.2904484761311235,-4.133075131145609,-4.096567728487269,-0.03650740265853752,-3.976331168181426,9.084639066430496,0.05198588229752404,-0.9999999999999915,0.05198588229752359,-0.9480141177024679,3,3,1.0000000000000007,0.003310856370591928,0.012596598395685747,-0.0003279529760747968,8.552161464447927e-05,NO_HIT
30,3,2,0.03999999999999988,1.1986308647909947,0.009814343952670673,0.0,-2.4047282796198624,-2.278010629839911,-1.5163868690211033,-0.7616237608188081,-1.5936430533487669,2.34079141930985,0.1368506712912122,-1.0000000000000004,0.13685067129121226,-0.8631493287087881,3,3,0.9999999999999999,0.9425480729985539,0.021317735006260722,-0.0005245869498602396,0.03448792380356951,NO_HIT
31,3,3,0.20529976512390533,1.729811649628116,0.020948741913462077,0.0,-0.003601461376788679,-0.003601416437948466,-0.0024011549819650344,-0.0012002614559851743,-0.0024011848285592136,0.23336012422800428,0.04252801375688689,-1.0000000000000002,0.0425280137568869,-0.9574719862431134,3,3,1.0000000000000002,0.9999875219198071,0.05597392392352049,-0.00012371661313248516,0.20452935401237587,NO_HIT
32,3,0,0.17509964095786795,1.8919896132845404,0.04272734210384642,0.0,-0.4838353562314992,-0.4833208865484501,-0.3232629943471409,-0.16005789220130806,-0.32347784135432567,1.4861275942588577,0.23975626249461457,-1.0000000000000004,0.23975626249461468,-0.7602437375053858,3,3,1.0,0.9988253243203594,0.04319717759410793,-0.0004950299527095581,0.14683558276257802,NO_HIT
33,3,1,0.0019316932262892193,1.3368232868544905,0.00016664440642776736,2.220446049250313e-16,-0.30937962780463285,-0.30593685106041396,-0.20288629109513276,-0.10305055996528356,-0.2047383483128314,1.8453237324496485,0.09735430461636808,-1.0000000000000007,0.09735430461636815,-0.9026456953836325,3,3,1.0,0.9885919478760341,0.014016624208514496,-3.056977670778949e-05,0.001663401669266187,NO_HIT
