mask,p_center,p_first,p_second,p_radial_first,p_minus,p_plus
201,0.0055400570558999359,0.00027818078618282598,-0.00023981300888639294,0.003891293060623649,0.0054638939383396933,0.005600751629744387
202,0.0048042992576013228,0.00013550757994124186,2.827853955241868e-05,0.0020406874963749366,0.0047717388896008836,0.0048383207079045849
203,0.0045794034788582422,-2.1536702168474462e-05,0.0016274421655517873,0.0013117158372339254,0.0046356655929426461,0.0046252942969563548
204,0.0050346260577754272,6.7546031585734789e-06,0.0021737996879135613,0.0022700118459343934,0.0051013845204236933,0.0051040664302713628
205,0.0048097302790323388,-0.00015028967895114277,0.0037729633139129263,0.0015410401867933794,0.0049653112237654524,0.0048910400193231335
206,0.0045936480773309503,-7.6164727095586748e-06,0.0014975117654741146,0.0013842857510420917,0.0046426937725042635,0.004638698441162937
207,0.0037430242673976047,0.00013549715929322704,-0.0024110638844397092,-0.00040302476781927207,0.0036343733310908212,0.0037001123183325541
208,0.0030223206949276304,-0.0001059538025694548,-0.00036226057447523799,-0.0019400110309057794,0.0030367924981563868,0.0029847466210679344
209,0.0041952070319791444,6.7650238065883777e-06,0.00061633801590568575,0.00071692001412860032,0.0042127866559337566,0.0042163113968434014
210,0.0048232591859659977,0.00010681567212044003,0.00048039321708756225,0.0020751575299292964,0.0048115701319156566,0.0048649294304977646
211,0.0045794034788582388,-2.1536702168474486e-05,0.0016274421655517862,0.0013117158372339239,0.0046356655929426427,0.0046252942969563591
212,0.0041261364495064259,-7.1552056523274302e-06,0.00052099251198335628,0.00041907419632043188,0.0041436543993721301,0.0041408031756368152
213,0.0038822807423986778,-0.00013550757994124186,0.0016680414604475819,-0.0003443674963749367,0.0039677498603991161,0.0039011680420954161
214,0.0041572876616791585,-0.00026512242627489555,0.0040064699661964001,6.0850354161002962e-05,0.0043493166111498865,0.0042175214628964938
