example,s,r,eig_min,eig_max,feasible,hessian,fisher,acceleration,min_event_probability
canonical_n5,0.1,0.0001,0.01646454142310668,0.9562508824226773,True,-0.32434106747246405,-0.0,-0.32434106747246405,2.9930814871701616e-05
canonical_n5,0.1,0.0005,0.01646454142310668,0.9562508824226773,True,-0.3241039744179886,-0.0,-0.3241039744179886,2.9930814871701616e-05
canonical_n5,0.1,0.001,0.01646454142310668,0.9562508824226773,True,-0.32380778889826284,-0.0,-0.32380778889826284,2.9930814871701616e-05
canonical_n5,0.1,0.002,0.01646454142310668,0.9562508824226773,True,-0.3232160205200479,-0.0,-0.3232160205200479,2.9930814871701616e-05
canonical_n5,0.1,0.005,0.01646454142310668,0.9562508824226773,True,-0.321445536675276,-0.0,-0.321445536675276,2.9930814871701616e-05
canonical_n5,0.1,0.01,0.01646454142310668,0.9562508824226773,True,-0.31851080123357106,-0.0,-0.31851080123357106,2.9930814871701616e-05
canonical_n5,0.1,0.02,0.01646454142310668,0.9562508824226773,True,-0.312701596473597,-0.0,-0.312701596473597,2.9930814871701616e-05
canonical_n5,0.1,0.05,0.01646454142310668,0.9562508824226773,True,-0.2957561111811295,-0.0,-0.2957561111811295,2.9930814871701616e-05
canonical_n5,0.1,0.1,0.01646454142310668,0.9562508824226773,True,-0.26912073231855177,-0.0,-0.26912073231855177,2.9930814871701616e-05
canonical_n5,0.1,0.2,0.01646454142310668,0.9562508824226773,True,-0.2218765869366518,-0.0,-0.2218765869366518,2.9930814871701616e-05
canonical_n5,0.1,0.4,0.01646454142310668,0.9562508824226773,True,-0.15149474554586576,-0.0,-0.15149474554586576,2.9930814871701616e-05
canonical_n5,0.1,0.6,0.01646454142310668,0.9562508824226773,True,-0.11325483665243469,-0.0,-0.11325483665243469,2.9930814871701616e-05
canonical_n5,0.1,0.8,0.01646454142310668,0.9562508824226773,True,-0.1071568602563583,-0.0,-0.1071568602563583,2.9930814871701616e-05
canonical_n5,0.1,1.0,0.01646454142310668,0.9562508824226773,True,-0.133200816357636,-0.0,-0.133200816357636,2.9930814871701616e-05
canonical_n5,0.2,0.0,0.03269623417569455,0.913000592025506,True,-0.33612612221441657,-0.0,-0.33612612221441657,0.00021034611462883662
canonical_n5,0.2,0.0001,0.03269623417569455,0.913000592025506,True,-0.3360646903111887,-0.0,-0.3360646903111887,0.00021034611462883662
canonical_n5,0.2,0.0005,0.03269623417569455,0.913000592025506,True,-0.3358190333894578,-0.0,-0.3358190333894578,0.00021034611462883662
